,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time
463,50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,464,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,3,3,4.0,3.0,3.0,9.48035322359389
464,38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,465,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2,2,3,3.0,3.0,2.0,7.704971539161945
465,46,No,Travel_Rarely,Research & Development,28,3,Medical,1,466,Female,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,8,0,7,3,3,4.0,3.0,3.0,6.886907713498611
466,24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,467,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,3,3,4.0,3.0,3.0,6.593336748633611
467,35,Yes,Travel_Rarely,Sales,24,3,Medical,1,468,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,2,3,3.0,2.0,1.0,9.320771072796667
468,31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,469,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,3,3,3.0,1.0,3.0,6.301517447199167
469,18,No,Non-Travel,Sales,5,4,Other,1,470,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,3,3,2.0,4.0,3.0,6.313124113475
470,54,No,Travel_Rarely,Sales,23,3,Medical,1,471,Female,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,10,0,8,3,3,3.0,3.0,3.0,6.600198067632778
471,35,No,Travel_Rarely,Research & Development,6,4,Medical,1,472,Female,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,16,10,1,3,3,3.0,3.0,2.0,9.589834490740555
472,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,473,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,2,3,2.0,1.0,2.0,10.117882689556389
473,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,474,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0,8.314766021207777
474,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,475,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,3,3,2.0,2.0,3.0,7.605639619882778
475,26,No,Travel_Rarely,Sales,1,3,Marketing,1,476,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,3,4,4.0,4.0,3.0,7.928281400966111
476,22,No,Travel_Rarely,Research & Development,8,3,Other,1,477,Male,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,4,1,1,3,4,2.0,1.0,2.0,7.332729044834166
477,48,No,Travel_Rarely,Human Resources,2,4,Medical,1,478,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,3,3,1.0,3.0,3.0,7.980580704160833
478,48,No,Travel_Rarely,Sales,3,3,Medical,1,479,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,3,3,3.0,3.0,3.0,6.5425589225588885
479,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,480,Male,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,2,2,1,3,3,4.0,3.0,3.0,6.8942495331463896
480,39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,481,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,4,3,4.0,4.0,3.0,7.099682372245556
481,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,482,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,3,3,1.0,4.0,3.0,7.294853680841111
482,35,No,Travel_Rarely,Sales,24,3,Medical,1,483,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,3,3,2.0,4.0,2.0,6.933727824463056
483,42,No,Travel_Rarely,Research & Development,23,4,Other,1,484,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,4,3,4.0,3.0,3.0,8.030177875243611
484,50,No,Travel_Rarely,Sales,27,3,Medical,1,485,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,4,4,1.0,4.0,3.0,6.191245291901945
485,59,No,Travel_Rarely,Research & Development,16,4,Medical,1,486,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,2,3,3.0,4.0,3.0,10.105665532879723
486,37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,487,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,4,3,1.0,2.0,1.0,6.590548433048333
487,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,488,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,2,3,3.0,2.0,3.0,8.6260393126175
488,41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,489,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,3,3,2.0,3.0,3.0,6.273640479686667
489,38,No,Travel_Rarely,Research & Development,24,2,Other,1,490,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,4,3,3.0,4.0,3.0,8.381559454190834
490,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,491,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2,3,2.0,1.0,3.0,7.6598342870766665
491,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,492,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,4,3,1.0,4.0,3.0,6.014918785310556
492,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,493,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,3,3,4.0,4.0,3.0,10.897943989070834
493,50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,494,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,2,3,4.0,3.0,3.0,6.443813352826388
494,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,495,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,3,3,3.0,1.0,3.0,7.8279829414475
495,39,No,Travel_Frequently,Sales,11,3,Marketing,1,496,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,4,3,4.0,1.0,3.0,10.819737268518333
496,33,No,Non-Travel,Sales,9,2,Technical Degree,1,497,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,3,3,2.0,4.0,2.0,7.626725768321389
497,45,No,Travel_Rarely,Research & Development,7,2,Other,1,498,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,2,3,4.0,4.0,4.0,7.399487882944444
498,32,No,Non-Travel,Research & Development,15,3,Medical,1,499,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,1,4,4.0,3.0,3.0,7.1979540149391665
499,34,No,Travel_Rarely,Sales,6,4,Marketing,1,500,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2,3,2.0,4.0,2.0,7.064413580246667
500,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,501,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,3,3,2.0,4.0,1.0,8.106017750115
501,45,No,Travel_Rarely,Research & Development,16,1,Medical,1,502,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,3,4,2.0,2.0,3.0,6.671499316939722
502,53,No,Travel_Frequently,Sales,8,2,Medical,1,503,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,4,4,3.0,2.0,3.0,7.780307621671111
503,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,504,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,3,3,1.0,3.0,2.0,6.082619895536388
504,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,505,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,3,3,1.0,1.0,3.0,8.209500962000833
505,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,506,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,2,3,3.0,3.0,3.0,9.218184198542778
506,28,No,Travel_Rarely,Research & Development,10,3,Other,1,507,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,4,3,4.0,2.0,3.0,7.768436639118334
507,38,No,Travel_Frequently,Sales,9,4,Medical,1,508,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,1,3,3.0,3.0,3.0,7.590477357609444
508,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,509,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,3,3,2.0,3.0,2.0,9.59521961063611
509,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,510,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,3,4,4.0,2.0,2.0,7.263275362318611
510,40,No,Travel_Rarely,Human Resources,2,3,Medical,1,511,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,3,3,3.0,1.0,2.0,6.1177286135691675
511,26,No,Travel_Frequently,Research & Development,3,3,Medical,1,512,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,2,3,1.0,3.0,3.0,7.7087913832197215
512,46,No,Travel_Rarely,Research & Development,2,1,Medical,1,513,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,2,3,4.0,4.0,3.0,7.3960683760683334
513,54,No,Travel_Rarely,Research & Development,5,3,Medical,1,514,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,3,3,3.0,3.0,3.0,7.571803797468333
514,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,515,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,3,3,1.0,3.0,3.0,6.912598950881945
515,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,516,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,3,3,4.0,4.0,2.0,6.608065134099445
516,55,No,Non-Travel,Research & Development,2,3,Medical,1,517,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,2,3,3.0,1.0,4.0,6.108080029368334
517,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,518,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,2,4,3.0,4.0,3.0,7.925064545873611
518,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,519,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,2,4,4.0,4.0,3.0,9.111901005944166
519,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,520,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3,3,3.0,1.0,2.0,6.621757641921389
520,46,No,Travel_Rarely,Sales,12,3,Marketing,1,521,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,3,3,4.0,1.0,3.0,10.988871455136945
521,51,Yes,Travel_Rarely,Sales,23,3,Medical,1,522,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,3,4,1.0,3.0,4.0,8.716918044076944
522,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,523,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2,3,2.0,1.0,2.0,7.4199356223175
523,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,524,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1,3,1.0,1.0,3.0,7.517420634920555
524,30,No,Travel_Rarely,Research & Development,8,3,Medical,1,525,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,3,3,3.0,1.0,2.0,6.2512734339275005
525,41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,526,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,4,3,2.0,3.0,3.0,7.878476324425556
526,38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,527,Male,1,Sales Executive,Married,63490,0.0,Y,11,8,0,20.0,3,19,1,9,3,3,3.0,3.0,2.0,7.293590579709999
527,40,No,Travel_Rarely,Sales,1,4,Marketing,1,528,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,3,3,1.0,4.0,3.0,7.923936741363056
528,27,No,Non-Travel,Sales,11,3,Technical Degree,1,529,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,2,3,1.0,3.0,3.0,8.007610882487223
529,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,530,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,3,3,4.0,2.0,3.0,6.733892496392222
530,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,531,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,4,3,3.0,3.0,4.0,6.612759487882777
531,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,532,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,3,3,2.0,1.0,3.0,6.190119870908055
532,33,No,Travel_Rarely,Sales,23,4,Marketing,1,533,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,3,3,4.0,4.0,3.0,6.412309251311389
533,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,534,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,2,4,4.0,1.0,3.0,9.8123943494775
534,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,535,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,3,3,1.0,3.0,3.0,7.7951807375058335
535,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,536,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,3,3,1.0,3.0,2.0,6.665248419150833
536,34,No,Travel_Frequently,Sales,29,4,Marketing,1,537,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,3,3,1.0,4.0,2.0,6.688168328584722
537,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,538,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,2,4,4.0,4.0,3.0,10.582439909296944
538,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,539,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,2,3,4.0,4.0,4.0,10.899974537036943
539,26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,540,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,4,3,1.0,3.0,2.0,7.810643776823889
540,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,541,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,3,3,1.0,2.0,3.0,10.211385327635277
541,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,542,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,2,3,4.0,1.0,3.0,6.7815494080144445
542,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,543,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,3,3,1.0,2.0,3.0,6.296936170212501
543,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,544,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,3,3,4.0,3.0,3.0,10.463207994579722
544,33,No,Travel_Frequently,Sales,9,3,Medical,1,545,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,2,3,4.0,2.0,3.0,8.041233424782778
545,34,No,Non-Travel,Sales,1,1,Marketing,1,546,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,3,4,3.0,4.0,3.0,7.120342066957778
546,48,No,Non-Travel,Sales,2,1,Life Sciences,1,547,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,3,3,1.0,4.0,2.0,6.210528752436389
547,45,No,Non-Travel,Research & Development,1,3,Medical,1,548,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,3,3,2.0,3.0,3.0,6.0156130268197225
548,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,549,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,3,3,2.0,2.0,3.0,7.982319788796944
549,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,550,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,2,3,3.0,3.0,3.0,10.697828385065
550,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,551,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,4,3,3.0,4.0,3.0,6.32372705314
551,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,552,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,3,3,4.0,2.0,2.0,6.896527191748611
552,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,553,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,3,3,1.0,3.0,3.0,6.399091970121111
553,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,554,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,3,4,4.0,2.0,3.0,7.389816810344722
554,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,555,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,3,3,3.0,1.0,3.0,7.119895264116389
555,39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,556,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,3,3,1.0,4.0,3.0,7.199784215545833
556,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,557,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,3,3,3.0,3.0,4.0,5.9836842706902775
557,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,558,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,2,3,4.0,2.0,4.0,10.518713512240833
558,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,559,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,3,3,3.0,2.0,2.0,6.195073915116667
559,36,No,Non-Travel,Research & Development,1,3,Medical,1,560,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,4,3,1.0,4.0,3.0,7.195747584540833
560,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,561,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3,3,3.0,4.0,3.0,6.606262183235833
561,28,No,Travel_Rarely,Sales,2,4,Marketing,1,562,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,3,3,1.0,2.0,1.0,7.483979044834166
562,35,No,Travel_Frequently,Research & Development,9,2,Other,1,563,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,3,3,4.0,4.0,3.0,6.596385249878611
563,49,No,Travel_Rarely,Sales,2,2,Medical,1,564,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,2,4,4.0,2.0,3.0,7.172206521738889
564,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,565,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0,8.026111111111112
565,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,566,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,1,3,4.0,2.0,2.0,7.102371886973056
566,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,567,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0,7.202196251129166
567,29,No,Travel_Rarely,Sales,4,2,Other,1,568,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0,10.898558956915833
568,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,569,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0,6.523463618485555
569,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,570,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0,10.684742231638333
570,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,571,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0,6.993391500474722
571,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,572,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,2,3,1.0,1.0,3.0,8.983830721747223
572,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,573,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0,8.124268207282778
573,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,574,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0,7.129567099566945
574,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,575,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,8.6431718061674,2,6,1,3,3,3,3.0,4.0,3.0,8.002030965391388
575,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,576,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0,7.415027420123889
576,34,No,Travel_Rarely,Sales,1,1,Marketing,1,577,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0,7.086783816425
577,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,578,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0,6.802122359963056
578,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,579,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0,6.792666201766388
579,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,580,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0,6.714373219373056
580,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,581,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,1,3,3.0,1.0,2.0,8.018587061086944
581,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,582,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0,7.694989177489166
582,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,583,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0,7.065130934899445
583,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,584,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0,7.908282163742499
584,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,585,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0,10.291057422969166
585,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,586,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0,7.521268861453889
586,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,587,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,3,3,3.0,3.0,3.0,7.689250806823333
587,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,588,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0,10.515668510834445
588,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,589,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0,6.8981516643225
589,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,590,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,3,3,4.0,1.0,3.0,7.492503429355278
590,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,591,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0,7.986484953703612
591,43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,592,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0,7.510137741046667
592,32,No,Non-Travel,Research & Development,11,2,Other,1,593,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0,6.594826998050555
593,56,No,Travel_Rarely,Research & Development,3,2,Other,1,594,Male,2,Healthcare Representative,Divorced,44490,4.0,Y,15,8,0,28.0,3,5,4,2,1,3,4.0,1.0,3.0,6.282283677482778
594,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,595,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,3,4,2.0,4.0,3.0,7.46852124183
595,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,596,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0,7.285244072524167
596,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,597,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0,8.797695810564445
597,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,598,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0,6.775005715591944
